region_name,region_kr_name,continent,iso_country
Southwestern Statistical Region,남서부 통계 지역,EU,MK
Southeastern Statistical Region,남동부 통계 지역,EU,MK
Pelagonia Statistical Region,Pelagonia 통계 지역,EU,MK
Polog Statistical Region,폴로그 통계 지역,EU,MK
Northeastern Statistical Region,북동부 통계 지역,EU,MK
Skopje Statistical Region,스코페 통계 지역,EU,MK
Kayes Region,케이즈 지역,AF,ML
Sikasso Region,시카소 지역,AF,ML
Mopti Region,몹티 지역,AF,ML
Tombouctou Region,통북투 지역,AF,ML
Gao Region,가오 지역,AF,ML
Kidal Region,키달 지역,AF,ML
Bamako Capital District,바마코 수도 지구,AF,ML
Sagaing Region,사가잉 지역,AS,MM
Bago Region,바고 지역,AS,MM
Magway Region,마그웨이 지역,AS,MM
Mandalay Region,만달레이 지역,AS,MM
Tanintharyi Region,타닌타리 지역,AS,MM
Yangon Region,양곤 지역,AS,MM
Ayeyarwady Region,에야와디 지역,AS,MM
Kachin State,카친 주,AS,MM
Kayah State,카야 주,AS,MM
Kayin State,카인 주,AS,MM
Chin State,턱 주,AS,MM
Mon State,월 주,AS,MM
Rakhine State,라카인 주,AS,MM
Shan State,샨 주,AS,MM
Orkhon Province,오르콘 주,AS,MN
Darkhan-Uul Province,다르한울 주,AS,MN
Khentii Province,켄티주,AS,MN
Uvs Province,uvs 주,AS,MN
Selenge Province,셀렝게 주,AS,MN
Dornod Province,도르노드 주,AS,MN
Govi-Altai Province,고비알타이 주,AS,MN
Bulgan Province,불간주,AS,MN
Bayankhongor Province,바양홍고르주,AS,MN
Arhangay Province,아르항가이 주,AS,MN
Ulaanbaatar (provincial municipality),울란바토르(지방자치단체),AS,MN
Hodh ech Chargui Region,호드에흐차르구이 지역,AF,MR
Hodh el Gharbi Region,호드엘가르비 지역,AF,MR
Assaba Region,아사바 지역,AF,MR
Gorgol Region,고르골 지역,AF,MR
Brakna Region,브라크나 지역,AF,MR
Trarza Region,트라자 지역,AF,MR
Adrar Region,아드라르 지역,AF,MR
Dakhlet Nouadhibou Region,다흐렛 누아디부 지역,AF,MR
Tagant Region,타간트 지역,AF,MR
Guidimaka Region,구이디마카 지역,AF,MR
Tiris Zemmour Region,티리스 제모어 지역,AF,MR
Inchiri Region,인치리 지역,AF,MR
Nouakchott Region,누악쇼트 지역,AF,MR
Saint Anthony Parish,성 안토니오 교구,NA,MS
Saint Georges Parish,세인트 조지 교구,NA,MS
Saint Peter Parish,성 베드로 교구,NA,MS
Attard,아타드,EU,MT
Balzan,발잔,EU,MT
Birgu,비르구,EU,MT
Birkirkara,비르키르카라,EU,MT
Bormla,보믈라,EU,MT
Dingli,딩리,EU,MT
Fgura,프구라,EU,MT
Floriana,플로리아나,EU,MT
Fontana,폰타나,EU,MT
Gudja,구자,EU,MT
Gzira,그지라,EU,MT
G岸ajnsielem,G岸ajnsielem,EU,MT
G岸arb,Garb,EU,MT
G岸arg岸ur,Gargargur,EU,MT
G岸asri,그아스리,EU,MT
G岸axaq,G岸axaq,EU,MT
角amrun,암런,EU,MT
Iklin,이클린,EU,MT
Isla,이슬라,EU,MT
Kalkara,칼카라,EU,MT
Kirkop,키르코프,EU,MT
Lija,리자,EU,MT
Marsaskala,마르사스칼라,EU,MT
Marsaxlokk,마샬록,EU,MT
Mdina,엠디나,EU,MT
Mellie岸a,멜리야,EU,MT
Mosta,모스타,EU,MT
Mqabba,음카바,EU,MT
Msida,음시다,EU,MT
Mtarfa,음타르파,EU,MT
Munxar,문샤르,EU,MT
Nadur,나두르,EU,MT
Naxxar,낙사르,EU,MT
Paola,파올라,EU,MT
Pembroke,펨브로크,EU,MT
Qala,칼라,EU,MT
Qormi,코르미,EU,MT
Qrendi,크렌디,EU,MT
Rabat Gozo,라바트 고조,EU,MT
Rabat Malta,라바트 몰타,EU,MT
Safi,사피,EU,MT
Saint Julian's,세인트 줄리안,EU,MT
Saint John,세인트 존,EU,MT
Saint Lawrence,세인트 로렌스,EU,MT
Saint Paul's Bay,세인트폴스베이,EU,MT
Sannat,사넷,EU,MT
Saint Lucia's,세인트 루시아,EU,MT
Santa Venera,산타 베네라,EU,MT
Sliema,슬리에마,EU,MT
Swieqi,스위치,EU,MT
Ta' Xbiex,타'엑스비엑스,EU,MT
Tarxien,Tarxien,EU,MT
Valletta,발레타,EU,MT
Xag岸ra,Xag岸ra,EU,MT
Xewkija,Xewkija,EU,MT
Xg岸ajra,Xg岸ajra,EU,MT
Agalega Islands,아갈레가 제도,AF,MU
Black River,블랙리버,AF,MU
Beau Bassin-Rose Hill,보 바신-로즈 힐,AF,MU
Cargados Carajos Shoals,카르가도스 카라조스 숄즈,AF,MU
Curepipe,쿠레피페,AF,MU
Flacq,플라크,AF,MU
Grand Port,그랜드 포트,AF,MU
Moka,모카,AF,MU
Pamplemousses,팜플무스,AF,MU
Port Louis (district),포트 루이스(지구),AF,MU
Port Louis,포트 루이스,AF,MU
Plaines Wilhems,플레인스 윌헴스,AF,MU
Quatre Bornes,콰트로 보네스,AF,MU
Rodrigues Island,로드리게스 섬,AF,MU
Riviere du Rempart,리비에르 뒤 렘파르,AF,MU
Savanne,사반느,AF,MU
Vacosa-Phoenix,바코사-피닉스,AF,MU
Alif Dhaal Atoll,알리프달 환초,AS,MV
Alif Alif Atoll,알리프 알리프 환초,AS,MV
Lhaviyani Atoll,라비야니 환초,AS,MV
Vaavu Atoll,바아부 환초,AS,MV
Laamu Atoll,라아무 환초,AS,MV
Haa Alif Atoll,하알리프 환초,AS,MV
Meemu Atoll,미무 환초,AS,MV
Raa Atoll,라 아톨,AS,MV
Faafu Atoll,파푸 환초,AS,MV
Dhaalu Atoll,다루아톨,AS,MV
Baa Atoll,바 아톨,AS,MV
Haa Dhaalu Atoll,하달루 환초,AS,MV
Shaviyani Atoll,샤비야니 환초,AS,MV
Noonu Atoll,누누 환초,AS,MV
Kaafu Atoll,카푸 환초,AS,MV
Gaafu Alifu Atoll,가푸알리푸 환초,AS,MV
Gaafu Dhaalu Atoll,가푸달루 환초,AS,MV
Gnaviyani Atoll,그나비야니 환초,AS,MV
Balaka District,발라카 지구,AF,MW
Blantyre District,블랜타이어 지구,AF,MW
Chikwawa District,치콰와 지구,AF,MW
Chiradzulu District,치라줄루 지구,AF,MW
Chitipa District,치티파 지구,AF,MW
Dedza District,데자 지구,AF,MW
Dowa District,도와지구,AF,MW
Karonga District,카롱가 지구,AF,MW
Kasungu District,카숭구 지구,AF,MW
Lilongwe District,릴롱웨 지구,AF,MW
Likoma Island District,리코마 아일랜드 지구,AF,MW
Mchinji District,음친지 지구,AF,MW
Mangochi District,망고치 지구,AF,MW
Machinga District,마칭가 지구,AF,MW
Mulanje District,물란제 지구,AF,MW
Mwanza District,므완자 지구,AF,MW
Mzimba District,음짐바 지구,AF,MW
Nkhata Bay District,은카타 베이 지구,AF,MW
Ntchisi District,은치시 지구,AF,MW
Nkhotakota District,은코타코타 지구,AF,MW
Nsanje District,은산제 지구,AF,MW
Ntcheu District,은체우 지구,AF,MW
Phalomba District,팔롬바 지구,AF,MW
Rumphi District,룸피 지구,AF,MW
Salima District,살리마 지구,AF,MW
Thyolo District,티올로 지구,AF,MW
Zomba District,좀바 지구,AF,MW
Aguascalientes,아과스칼리엔테스,NA,MX
Baja California,바하 캘리포니아,NA,MX
Baja California Sur,바하 캘리포니아 수르,NA,MX
Campeche,캄페체,NA,MX
Chihuahua,치와와,NA,MX
Chiapas,치아파스,NA,MX
Coahuila,코아우일라,NA,MX
Colima,콜리마,NA,MX
Durango,듀랑고,NA,MX
Guerrero,게레로,NA,MX
Guanajuato,과나후아토,NA,MX
Hidalgo,이달고,NA,MX
Jalisco,할리스코,NA,MX
Morelos,모렐로스,NA,MX
Nayarit,나야리트,NA,MX
Oaxaca,오악사카,NA,MX
Puebla,푸에블라,NA,MX
Quintana Roo,킨타나 루,NA,MX
Sinaloa,시날로아,NA,MX
Sonora,소노라,NA,MX
Tabasco,타바스코,NA,MX
Tamaulipas,타마울리파스,NA,MX
Tlaxcala,틀락스칼라,NA,MX
Veracruz,베라크루즈,NA,MX
Zacatecas,사카테카스,NA,MX
Johor,조호르,AS,MY
Kedah,케다,AS,MY
Kelantan,켈란탄,AS,MY
Melaka,멜라카,AS,MY
Negeri Sembilan,네게리 셈빌란,AS,MY
Pahang,파항,AS,MY
Penang,페낭,AS,MY
Perak,페락,AS,MY
Perlis,페를리스,AS,MY
Selangor,셀랑고르,AS,MY
Terengganu,테렝가누,AS,MY
Sabah,사바,AS,MY
Sarawak,사라왁,AS,MY
Kuala Lumpur (Federal Territory),쿠알라룸푸르(연방 영토),AS,MY
Labuan (Federal Territory),라부안(연방영토),AS,MY
Putrajaya (Federal Territory),푸트라자야(연방 영토),AS,MY
Niassa Province,니아사 주,AF,MZ
Manica Province,마니카 주,AF,MZ
Gaza Province,가자주,AF,MZ
Inhambane Province,인함바네주,AF,MZ
Maputo Province,마푸토 주,AF,MZ
Maputo (city),마푸토(도시),AF,MZ
Nampula Province,남풀라 주,AF,MZ
Cabo Delgado Province,카보델가도 주,AF,MZ
Zambezia Province,잠베지아 주,AF,MZ
Sofala Province,소팔라주,AF,MZ
Tete Province,테테 주,AF,MZ
Zambezi Region,잠베지 지역,AF,NA
Erongo Region,에롱고 지역,AF,NA
Hardap Region,하르다프 지역,AF,NA
Kavango East Region,카방고 동부 지역,AF,NA
Khomas Region,호마스 지역,AF,NA
Kunene Region,쿠네네 지역,AF,NA
Kavango West Region,카방고 서부 지역,AF,NA
Otjozondjupa Region,오초존주파 지역,AF,NA
Omaheke Region,오마헤케 지역,AF,NA
Oshana Region,오샤나 지역,AF,NA
Omusati Region,오무사티 지역,AF,NA
Oshikoto Region,오시코토 지방,AF,NA
Ohangwena Region,오항웨나 지역,AF,NA
Agadez Region,아가데즈 지역,AF,NE
Diffa Region,디파 지역,AF,NE
Dosso Region,도소 지역,AF,NE
Maradi Region,마라디 지역,AF,NE
Tahoua Region,타호아 지역,AF,NE
Zinder Region,진더 지역,AF,NE
Niamey Capital District,니아메 수도 지구,AF,NE
Abia State,아비아 주,AF,NG
Adamawa State,아다마와 주,AF,NG
Akwa Ibom State,아콰이봄 주,AF,NG
Anambra State,아남브라 주,AF,NG
Bauchi State,바우치 주,AF,NG
Benue State,베누 주,AF,NG
Borno State,보르노주,AF,NG
Bayelsa State,바이엘사 주,AF,NG
Cross River State,크로스리버주,AF,NG
Delta State,델타 주,AF,NG
Ebonyi State,에보니 주,AF,NG
Edo State,에도국,AF,NG
Ekiti State,에키티 주,AF,NG
Enugu State,에누구주,AF,NG
Abuja Capital Territory,아부자 수도 준주,AF,NG
Gombe State,곰베 주,AF,NG
Imo State,이모 주,AF,NG
Jigawa State,지가와주,AF,NG
Kaduna State,카두나 주,AF,NG
Kebbi State,케비 스테이트,AF,NG
Kano State,카노 주,AF,NG
Kogi State,고기국,AF,NG
Katsina State,카치나 주,AF,NG
Kwara State,크와라 주,AF,NG
Lagos State,라고스 주,AF,NG
Nasarawa State,나사라와주,AF,NG
Niger State,니제르 주,AF,NG
Ogun State,오군 주,AF,NG
Ondo State,온도주,AF,NG
Osun State,오순주,AF,NG
Oyo State,오요 주,AF,NG
Plateau State,고원 주,AF,NG
Rivers State,리버스 주,AF,NG
Sokoto State,소코토 주,AF,NG
Taraba State,타라바 주,AF,NG
Yobe State,요베주,AF,NG
Zamfara State,잠파라 주,AF,NG
Boaco Department,보아코 부서,NA,NI
Carazo Department,카라조 부서,NA,NI
Chinandega Department,치난데가학과,NA,NI
Chontales Department,촌탈레스 부서,NA,NI
Granada Department,그라나다 주,NA,NI
Jinotega Department,히노테가 학과,NA,NI
Madriz Department,마드리즈주,NA,NI
Managua Department,마나과 주,NA,NI
Masaya Department,마사야주,NA,NI
Matagalpa Department,마타갈파주,NA,NI
Nueva Segovia,누에바 세고비아,NA,NI
Rivas Department,리바스 부서,NA,NI
Drenthe,드렌테,EU,NL
Flevoland,플레보랜드,EU,NL
Friesland,프리슬란트,EU,NL
Gelderland,겔더란트,EU,NL
Groningen,흐로닝언,EU,NL
Limburg,림부르크,EU,NL
Noord-Brabant,노르트브라반트,EU,NL
Noord-Holland,노르트홀란트,EU,NL
Overijssel,오버레이셀,EU,NL
Utrecht,위트레흐트,EU,NL
Zuid-Holland,쥐트홀란트,EU,NL
Zeeland,질랜드,EU,NL
Oslo,오슬로,EU,NO
Rogaland,로갈랜드,EU,NO
M?re og Romsdal,M?re og Romsdal,EU,NO
Nordland,노르들란트,EU,NO
Svalbard,스발바르,EU,NO
Jan Mayen,얀 마옌,EU,NO
Viken,비켄,EU,NO
Innlandet,인란뎃,EU,NO
Vestfold og Telemark,조끼와 텔레마크,EU,NO
Agder,아그데르,EU,NO
Vestland,베스트랜드,EU,NO
Tr?ndelag,Tr?ndelag,EU,NO
Troms og Finnmark,트롬스 및 핀마르크,EU,NO
*Offshore Oil Platforms,*해양 석유 플랫폼,EU,NO
Bagmati Province,바그마티 주,AS,NP
Aiwo,아이워,OC,NR
Anabar,아나바르,OC,NR
Anetan,아네탄,OC,NR
Anibare,아니바레,OC,NR
Baiti,바이티,OC,NR
Boe,보,OC,NR
Buada,부아다,OC,NR
Denigomodu,데니고모두,OC,NR
Ewa,에와,OC,NR
Ijuw,이주,OC,NR
Meneng,메렝,OC,NR
Nibok,니복,OC,NR
Uaboe,우아보에,OC,NR
Yaren,야렌,OC,NR
Auckland Region,오클랜드 지역,OC,NZ
Bay of Plenty Region,베이오브플렌티 지역,OC,NZ
Canterbury Region,캔터베리 지역,OC,NZ
Hawke's Bay Region,혹스베이 지역,OC,NZ
Marlborough Region,말보로 지역,OC,NZ
Manawatu-Wanganui Region,마나와투-왕가누이 지역,OC,NZ
Nelson Region,넬슨 지역,OC,NZ
Northland Region,노스랜드 지역,OC,NZ
Otago Region,오타고 지역,OC,NZ
Southland Region,사우스랜드 지역,OC,NZ
Tasman Region,태즈먼 지역,OC,NZ
Taranaki Region,타라나키 지역,OC,NZ
Wellington Region,웰링턴 지역,OC,NZ
Waikato Region,와이카토 지역,OC,NZ
West Coast Region,서해안 지역,OC,NZ
Al Batinah Governorate,알 바티나 주,AS,OM
Ad Dakhiliyah Governorate,아드 다킬리야 주,AS,OM
Masqat Governorate,마스캇주,AS,OM
Musandam Governorate,무산담주,AS,OM
Ash Sharqlyah Governorate,Ash Sharqlyah 주,AS,OM
Al Wusta Governorate,알 우스타 주,AS,OM
Al Dhahirah Governorate,알다히라 주,AS,OM
Bocas del Toro Province,보카스델토로 주,NA,PA
Herrera Province,에레라 주,NA,PA
Los Santos Province,로스산토스 주,NA,PA
Veraguas Province,베라과스 주,NA,PA
Amazonas Region,아마조나스 지역,SA,PE
Ancash Region,앙캐시 지역,SA,PE
Arequipa Region,아레키파 지역,SA,PE
Ayacucho Region,아야쿠초 지역,SA,PE
Cajamarca Region,카하마르카 지역,SA,PE
El Callao Region,엘 칼라오 지역,SA,PE
Cuzco Region,쿠스코 지역,SA,PE
Huancavelica Region,우아카벨리카 지역,SA,PE
Ica Region,이카 지역,SA,PE
La Libertad Region,라리베르타드 지역,SA,PE
Lambayeque Region,Lambayeque 지역,SA,PE
Lima Region,리마 지역,SA,PE
Loreto Region,로레토 지역,SA,PE
Madre de Dios Region,마드레 데 디오스 지역,SA,PE
Moquegua Region,모케구아 지역,SA,PE
Pasco Region,파스코 지역,SA,PE
Piura Region,피우라 지역,SA,PE
Puno Region,푸노 지역,SA,PE
Tacna Region,타크나 지역,SA,PE
Tumbes Region,툼베스 지역,SA,PE
Ucayali Region,우카얄리 지역,SA,PE
Chimbu Province,침부주,OC,PG
Central Province,중부 지방,OC,PG
East New Britain Province,뉴브리튼 주,OC,PG
Eastern Highlands Province,이스턴 하이랜즈 주,OC,PG
Enga Province,엥가 주,OC,PG
East Sepik Province,동세픽 주,OC,PG
Gulf Province,걸프 주,OC,PG
Hela Province,헬라주,OC,PG
Jiwaka Province,지와카 국,OC,PG
Milne Bay Province,밀른 베이 주,OC,PG
Morobe Province,모로베 지방,OC,PG
Madang Province,마당주,OC,PG
Manus Province,마누스 주,OC,PG
National Capital District (Port Moresby),수도 지구(포트모르즈비),OC,PG
New Ireland Province,뉴아일랜드 주,OC,PG
Northern Province,북부 지방,OC,PG
Southern Highlands Province,서던하이랜드 주,OC,PG
West New Britain Province,웨스트 뉴브리튼 주,OC,PG
Western Highlands Province,웨스턴하이랜즈 주,OC,PG
Western Province,서부 지방,OC,PG
Abra Province,아브라주,AS,PH
Agusan del Norte Province,아구산델노르테주,AS,PH
Agusan del Sur Province,아구산델수르주,AS,PH
Aklan Province,아클란주,AS,PH
Albay Province,알바이 주,AS,PH
Antique Province,앤티크 지방,AS,PH
Apayao Province,아파야오주,AS,PH
Aurora Province,오로라 지방,AS,PH
Bataan Province,바탄주,AS,PH
Basilan Province,바실란주,AS,PH
Benguet Province,벵게트 주,AS,PH
Biliran Province,빌리란 주,AS,PH
Bohol Province,보홀 주,AS,PH
Batangas Province,바탕가스 주,AS,PH
Batanes Province,바타네스주,AS,PH
Bukidnon Province,부키드논 주,AS,PH
Bulacan Province,불라칸 주,AS,PH
Cagayan Province,카가얀주,AS,PH
Camiguin Province,카미긴 주,AS,PH
Camarines Norte Province,카마리네스 노르테 주,AS,PH
Capiz Province,카피즈주,AS,PH
Camarines Sur Province,카마리네스수르주,AS,PH
Catanduanes Province,카탄두아네스 주,AS,PH
Cavite Province,카비테 주,AS,PH
Cebu Province,세부 주,AS,PH
Davao de Oro Province,다바오데오로주,AS,PH
Davao Oriental Province,다바오 오리엔탈 주,AS,PH
Davao del Sur Province,다바오델수르주,AS,PH
Davao del Norte Province,다바오델노르테주,AS,PH
Dinagat Islands Province,디나가트 제도 주,AS,PH
Davao Occidental Province,다바오 옥시덴탈 주,AS,PH
Eastern Samar Province,동부 사마르 주,AS,PH
Guimaras Province,기마라스주,AS,PH
Ifugao Province,이푸가오 주,AS,PH
Iloilo Province,일로일로 주,AS,PH
Ilocos Norte Province,일로코스 노르테 주,AS,PH
Ilocos Sur Province,일로코스수르주,AS,PH
Isabela Province,이사벨라주,AS,PH
Kalinga Province,칼링가 주,AS,PH
Laguna Province,라구나 주,AS,PH
Lanao del Norte Province,라나오델노르테주,AS,PH
Lanao del Sur Province,라나오델수르주,AS,PH
Leyte Province,레이테 주,AS,PH
La Union Province,라 유니언 주,AS,PH
Marinduque Province,마린두케 주,AS,PH
Maguindanao Province,마긴다나오 주,AS,PH
Masbate Province,마스바테 주,AS,PH
Occidental Mindoro Province,옥시덴탈 민도로 주,AS,PH
Oriental Mindoro Province,오리엔탈 민도로 주,AS,PH
Mountain Province,산악 지역,AS,PH
Misamis Occidental Province,미사미스 옥시덴탈 주,AS,PH
Misamis Oriental Province,미사미스오리엔탈주,AS,PH
Cotabato Province,코타바토 주,AS,PH
Negros Occidental Province,네그로스 옥시덴탈 주,AS,PH
Negros Oriental Province,네그로스오리엔탈주,AS,PH
Northern Samar Province,북부 사마르 주,AS,PH
Nueva Ecija Province,누에바에시하 주,AS,PH
Nueva Vizcaya Province,누에바비스카야주,AS,PH
Pampanga Province,팜팡가주,AS,PH
Pangasinan Province,팡가시난 주,AS,PH
Palawan Province,팔라완 주,AS,PH
Quezon Province,케손 주,AS,PH
Quirino Province,퀴리노 주,AS,PH
Rizal Province,리잘주,AS,PH
Romblon Province,롬블론 주,AS,PH
Sarangani Province,사랑가니 주,AS,PH
South Cotabato Province,남부 코타바토 주,AS,PH
Siquijor Province,시키호르주,AS,PH
Southern Leyte Province,남부 레이테 주,AS,PH
Sulu Province,술루 주,AS,PH
Sorsogon Province,소르소곤 주,AS,PH
Sultan Kudarat Province,술탄쿠다라트주,AS,PH
Surigao del Norte Province,수리가오델노르테주,AS,PH
Surigao del Sur Province,수리가오델수르주,AS,PH
Tarlac Province,딸락주,AS,PH
Tawi-Tawi Province,타위타위 주,AS,PH
Samar Province,사마르주,AS,PH
Zamboanga del Norte Province,삼보앙가델노르테주,AS,PH
Zamboanga del Sur Province,삼보앙가델수르주,AS,PH
Zambales Province,삼발레스주,AS,PH
Zamboanga Sibiguey Province,잠보앙가 시비게이 주,AS,PH
Gilgit-Baltistan,길기트발티스탄,AS,PK
Islamabad Capital Territory,이슬라마바드 수도 지역,AS,PK
Azad Jammu and Kashmir,아자드잠무카슈미르,AS,PK
Punjab,펀자브어,AS,PK
Miquelon-Langlade,미클롱-랑글라드,NA,PM
Saint-Pierre,생피에르,NA,PM
Guna Yala Indigenous Region,구나 얄라 원주민 지역,NA,PA
Aveiro District,아베이루 지구,EU,PT
Beja District,베자 지구,EU,PT
Braga District,브라가 지구,EU,PT
Castelo Branco District,카스텔로 브랑코 지구,EU,PT
Coimbra District,코임브라 지구,EU,PT
Faro District,파로 지구,EU,PT
Guarda District,과르다 지구,EU,PT
Leiria District,레이리아 지구,EU,PT
Portalegre District,포르탈레그레 지구,EU,PT
Viana do Castelo District,비아나 두 카스텔로 지구,EU,PT
Vila Real District,빌라 레알 지구,EU,PT
Viseu District,비제우 지구,EU,PT
Aimeliik,아이멜리크,OC,PW
Airai,아이라이,OC,PW
Angaur,앙가우르,OC,PW
Hatobohei,하토보헤이,OC,PW
Kayangel,카양겔,OC,PW
Koror,코로르,OC,PW
Melekeok,멜레케오크,OC,PW
Ngaraard,응가라드,OC,PW
Ngarchelong,응가첼롱,OC,PW
Ngardmau,응가르드마우,OC,PW
Ngatpang,응가팡,OC,PW
Ngchesar,응체사르,OC,PW
Ngeremlengui,응게렘렝기,OC,PW
Ngiwal,응기왈,OC,PW
Peleliu,펠렐리우,OC,PW
Sonsorol,손소롤,OC,PW
Central Department,중앙부,SA,PY
Amambay Department,아맘바이 주,SA,PY
Presidente Hayes Department,프레지던트 헤이즈 부서,SA,PY
Alto Paraguay Department,알토 파라과이 부서,SA,PY
San Pedro Department,산페드로 주,SA,PY
Cordillera Department,코르디예라 주,SA,PY
Misiones Department,미시오네스 부서,SA,PY
Ad-Dawhah Municipality,앗다와 지방자치단체,AS,QA
Al Jumayliyah Municipality,알 주마일리야 지방자치단체,AS,QA
Al Shamal Municipality,알 샤말 지방자치단체,AS,QA
Al Rayyan Municipality,알 라이얀 지방자치단체,AS,QA
Al-Shahaniya Municipality,알샤하니야 지방자치단체,AS,QA
Umm Salal Municipality,음 살랄 지방자치단체,AS,QA
Al Wakrah Municipality,알와크라 지방자치단체,AS,QA
Al Daayen Municipality,알다옌 지방자치단체,AS,QA
Saint-Denis Arrondissement,생드니 구,AF,RE
Saint-Paul Arrondissement,생폴 구,AF,RE
Saint-Pierre Arrondissement,생피에르 구,AF,RE
Bucharest (municipality),부쿠레슈티(지방자치단체),EU,RO
Beograd (city),베오그라드(도시),EU,RS
Central Banat District,중앙 바나트 지구,EU,RS
North Banat District,노스 바나트 지구,EU,RS
South Banat District,사우스 바나트 지구,EU,RS
Srem District,스렘 지구,EU,RS
Kolubara District,콜루바라 지구,EU,RS
Podunavlje District,포두나블예 지구,EU,RS
Pomoravlje District,포모라블예 지구,EU,RS
Bor District,보르 지구,EU,RS
Zlatibor District,즐라티보르 지구,EU,RS
Moravica District,모라비카 지구,EU,RS
Rasina District,라시나 지구,EU,RS
Toplica District,토플리카 지구,EU,RS
Pirot District,피로 지구,EU,RS
Jablanica District,야블라니차 지구,EU,RS
Altai Krai,알타이 크라이,EU,RU
Amur Oblast,아무르주,EU,RU
Arkhangelsk Oblast,아르한겔스크 오블래스트,EU,RU
Astrakhan Oblast,아스트라한주,EU,RU
Republic of Bashkortostan,바쉬코르토스탄 공화국,EU,RU
Belgorod Oblast,벨고로드 아블라스트,EU,RU
Bryansk Oblast,브랸스크 오블래스트,EU,RU
Republic of Buryat,부리야트 공화국,EU,RU
Chelyabinsk Oblast,첼랴빈스크 아블라스트,EU,RU
Zabaykalsky Krai,자바이칼스키 크라이,EU,RU
Chukotka Autonomous Okrug,추코트카 자치 오크루그,EU,RU
Chuvash Republic,추바시 공화국,EU,RU
Republic of Dagestan,다게스탄 공화국,EU,RU
Republic of Ingushetia,잉구세티아 공화국,EU,RU
Irkutsk Oblast,이르쿠츠크주,EU,RU
Ivanovo Oblast,이바노보 오블래스트,EU,RU
Kamchatka Krai,캄차카 크라이,EU,RU
Kabardino-Balkar Republic,카바르디노발카르공화국,EU,RU
Karachay-Cherkess Republic,카라차이-체르케스 공화국,EU,RU
Krasnodar Krai,크라스노다르 크라이,EU,RU
Kemerovo Oblast,케메로보 오블래스트,EU,RU
Kaliningrad Oblast,칼리닌그라드주,EU,RU
Kurgan Oblast,쿠르간주,EU,RU
Khabarovsk Krai,하바롭스크 지방,EU,RU
Khanty-Mansi Autonomous Okrug,한티만시 자치 오크루그,EU,RU
Kirov Oblast,키로프 오블라스트,EU,RU
Republic of Khakassia,하카시아 공화국,EU,RU
Republic of Kalmykia,칼미키아 공화국,EU,RU
Kaluga Oblast,칼루가 오블래스트,EU,RU
Komi Republic,코미공화국,EU,RU
Kostroma Oblast,코스트로마주,EU,RU
Republic of Karelia,카렐리야 공화국,EU,RU
Kursk Oblast,쿠르스크주,EU,RU
Krasnoyarsk Krai,크라스노야르스크 크라이,EU,RU
Leningrad Oblast,레닌그라드주,EU,RU
Lipetsk Oblast,리페츠크 아블라스트,EU,RU
Magadan Oblast,마가단주,EU,RU
Mari El Republic,마리 엘 공화국,EU,RU
Republic of Mordovia,모르도비아 공화국,EU,RU
Moscow Oblast,모스크바주,EU,RU
Moscow (city),모스크바(도시),EU,RU
Murmansk Oblast,무르만스크 아블라스트,EU,RU
Nenets Autonomous Okrug,네네츠 자치 오크루그,EU,RU
Novgorod Oblast,노브고로드 아블라스트,EU,RU
Nizhny Novgorod Oblast,니즈니노브고로드 오블래스트,EU,RU
Novosibirsk Oblast,노보시비르스크 아블라스트,EU,RU
Omsk Oblast,옴스크 아블라스트,EU,RU
Orenburg Oblast,오렌부르크주,EU,RU
Oryol Oblast,오룔 오블래스트,EU,RU
Perm Krai,페름 크라이,EU,RU
Penza Oblast,펜자 오블래스트,EU,RU
Primorsky Krai,프리모르스키 지방,EU,RU
Pskov Oblast,프스코프 주,EU,RU
Rostov Oblast,로스토프 오블라스트,EU,RU
Ryazan Oblast,랴잔 오블래스트,EU,RU
Sakha (Yakutia) Republic,사하(야쿠티아) 공화국,EU,RU
Sakhalin Oblast,사할린주,EU,RU
Samara Oblast,사마라 오블래스트,EU,RU
Saratov Oblast,사라토프 오블라스트,EU,RU
Smolensk Oblast,스몰렌스크 오블래스트,EU,RU
Saint Petersburg (city),상트페테르부르크(도시),EU,RU
Stavropol Krai,스타브로폴 크라이,EU,RU
Sverdlovsk Oblast,스베르들롭스크 아블라스트,EU,RU
Republic of Tatarstan,타타르스탄 공화국,EU,RU
Tambov Oblast,탐보프 오블라스트,EU,RU
Tomsk Oblast,톰스크 아블라스트,EU,RU
Tula Oblast,툴라 오블래스트,EU,RU
Tver Oblast,트베리주,EU,RU
Tyumen Oblast,튜멘 오블래스트,EU,RU
Udmurt Republic,우드무르트 공화국,EU,RU
Ulyanovsk Oblast,울리야놉스크 오블래스트,EU,RU
Ust-Orda Buryat Autonomous Okrug,Ust-Orda Buryat 자치 Okrug,EU,RU
Volgograd Oblast,볼고그라드 아블라스트,EU,RU
Vladimir Oblast,블라디미르 주,EU,RU
Vologda Oblast,볼로그다 오블래스트,EU,RU
Voronezh Oblast,보로네시 아블라스트,EU,RU
Yamalo-Nenets Autonomous Okrug,야말로-네네츠 자치 오크루그,EU,RU
Yaroslavl Oblast,야로슬라블 오블래스트,EU,RU
Jewish Autonomous Oblast,유대인 자치주,EU,RU
Makkah Region,메카 지역,AS,SA
Al Madinah Region,알 메디나 지역,AS,SA
Ash Sharqiyah Region,애쉬 샤르키야 지역,AS,SA
